CompanyID,CompanyName,Sector,Country,City,FoundedYear,Stage,VerificationStatus,VerificationStep,CTI_Score,CTI_Tier,ProfileCompletenessPct,Employees,AnnualRevenueUSD,TotalFundingUSD,HasFinancials,DiasporaOwned,WomenLed,YouthLed,ListingBucket,Website,Email,Phone,Description,DataSourcesCount,LastUpdated
RMC-100171,Atlas Brick,Construction & Real Estate,Côte d’Ivoire,Abidjan,2019,Growth,Unverified,2,48.6,Silver,72,50,104924.96,2685714.82,True,False,True,True,Standard,https://atlasbrick.africa,info@atlasbrick.africa,+230-48-8460,"Atlas Brick operates in construction & real estate from Abidjan, Côte d’Ivoire, serving local and regional markets.",1,2025-03-26
RMC-100172,Delta Construct,Construction & Real Estate,Tanzania,Dar es Salaam,2013,Growth,Unverified,2,49.0,Silver,80,29,93369.47,16390554.03,False,True,True,False,Standard,https://deltaconstruct.africa,info@deltaconstruct.africa,+231-49-4826,"Delta Construct operates in construction & real estate from Dar es Salaam, Tanzania, serving local and regional markets.",0,2025-07-20
RMC-100173,Atlas Urban,Construction & Real Estate,Kenya,Nairobi,2012,Growth,Verified,3,44.9,Bronze,73,21,124912.48,12182997.0,False,False,False,True,Latest,https://atlasurban.africa,info@atlasurban.africa,+228-90-7246,"Atlas Urban operates in construction & real estate from Nairobi, Kenya, serving local and regional markets.",2,2025-08-09
RMC-100174,Sahara Renew,Energy & Renewables,Cameroon,Douala,2023,Early Revenue,Pending,1,70.1,Gold,79,16,51526.45,1770691.46,False,True,True,False,Standard,https://sahararenew.africa,info@sahararenew.africa,+214-63-1606,"Sahara Renew operates in energy & renewables from Douala, Cameroon, serving local and regional markets.",0,2025-04-10
RMC-100175,Baobab Cart,Retail & Ecommerce,Botswana,Gaborone,2013,Prototype,Verified,3,75.5,Gold,98,28,351.07,0.0,True,False,False,False,Suggested,https://baobabcart.africa,info@baobabcart.africa,+213-56-2633,"Baobab Cart operates in retail & ecommerce from Gaborone, Botswana, serving local and regional markets.",2,2025-03-06
RMC-100176,Nile Shop,Retail & Ecommerce,Botswana,Gaborone,2012,Prototype,Verified,3,61.4,Silver,74,33,456.45,0.0,True,True,True,True,Standard,https://nileshop.africa,info@nileshop.africa,+214-52-3529,"Nile Shop operates in retail & ecommerce from Gaborone, Botswana, serving local and regional markets.",2,2025-04-15
RMC-100177,Nile Labs,Manufacturing,Ethiopia,Addis Ababa,2016,Early Revenue,Pending,3,57.8,Silver,50,13,84709.48,240674.52,False,False,False,False,Latest,https://nilelabs.africa,info@nilelabs.africa,+223-79-7512,"Nile Labs operates in manufacturing from Addis Ababa, Ethiopia, serving local and regional markets.",0,2025-05-03
RMC-100178,Atlas Brew,Food & Beverage,Ethiopia,Addis Ababa,2016,Growth,Verified,3,43.3,Bronze,54,24,168856.11,9618077.43,False,False,True,True,Suggested,https://atlasbrew.africa,info@atlasbrew.africa,+230-48-6188,"Atlas Brew operates in food & beverage from Addis Ababa, Ethiopia, serving local and regional markets.",1,2025-04-24
RMC-100179,Savannah Health,Healthcare,Namibia,Windhoek,2012,Early Revenue,Unverified,3,70.3,Gold,51,20,28556.39,757996.07,True,False,False,True,Standard,https://savannahhealth.africa,info@savannahhealth.africa,+232-08-4846,"Savannah Health operates in healthcare from Windhoek, Namibia, serving local and regional markets.",0,2025-06-12
RMC-100180,Maji Renew,Energy & Renewables,Egypt,Cairo,2013,Early Revenue,Verified,3,87.1,Platinum,66,15,81774.14,0.0,True,True,False,True,Suggested,https://majirenew.africa,info@majirenew.africa,+212-55-2612,"Maji Renew operates in energy & renewables from Cairo, Egypt, serving local and regional markets.",5,2025-04-12
RMC-100181,Nile Farms,Agriculture,Ghana,Accra,2014,Early Revenue,Verified,3,49.2,Silver,79,27,34782.72,262113.27,True,False,True,True,Latest,https://nilefarms.africa,info@nilefarms.africa,+235-38-1474,"Nile Farms operates in agriculture from Accra, Ghana, serving local and regional markets.",2,2025-02-18
RMC-100182,Atlas Works,Manufacturing,Kenya,Nairobi,2022,Growth,Verified,3,71.0,Gold,66,53,498657.97,783867.36,True,False,False,True,Standard,https://atlasworks.africa,info@atlasworks.africa,+222-45-7141,"Atlas Works operates in manufacturing from Nairobi, Kenya, serving local and regional markets.",2,2025-07-18
RMC-100183,Kora Energy,Energy & Renewables,Zambia,Lusaka,2013,Early Revenue,Verified,3,63.2,Silver,75,16,51156.94,0.0,False,False,False,True,Latest,https://koraenergy.africa,info@koraenergy.africa,+229-52-3950,"Kora Energy operates in energy & renewables from Lusaka, Zambia, serving local and regional markets.",3,2025-06-08
RMC-100184,Kora Works,Manufacturing,Uganda,Kampala,2009,Idea,Verified,3,44.1,Bronze,95,17,82.16,46273.97,True,True,False,True,Standard,https://koraworks.africa,info@koraworks.africa,+232-48-4945,"Kora Works operates in manufacturing from Kampala, Uganda, serving local and regional markets.",4,2025-01-10
RMC-100185,Baobab Move,Logistics & Mobility,Namibia,Windhoek,2018,Idea,Pending,2,60.9,Silver,61,9,103.87,0.0,False,True,False,False,Standard,https://baobabmove.africa,info@baobabmove.africa,+220-59-5161,"Baobab Move operates in logistics & mobility from Windhoek, Namibia, serving local and regional markets.",1,2025-07-19
RMC-100186,Sahara Build,Construction & Real Estate,Senegal,Dakar,2017,Early Revenue,Verified,3,82.7,Platinum,76,7,62671.09,794138.79,True,False,False,True,Standard,https://saharabuild.africa,info@saharabuild.africa,+227-36-9955,"Sahara Build operates in construction & real estate from Dakar, Senegal, serving local and regional markets.",2,2025-08-26
RMC-100187,Nova Data,ICT / Software,Uganda,Kampala,2013,Early Revenue,Unverified,3,79.1,Gold,55,14,51055.83,1063463.26,False,False,False,False,Suggested,https://novadata.africa,info@novadata.africa,+224-75-5901,"Nova Data operates in ict / software from Kampala, Uganda, serving local and regional markets.",1,2024-12-17
RMC-100188,Delta Labs,Manufacturing,Zambia,Lusaka,2018,Growth,Pending,2,43.8,Bronze,59,57,65329.12,0.0,True,False,True,True,Standard,https://deltalabs.africa,info@deltalabs.africa,+227-38-4263,"Delta Labs operates in manufacturing from Lusaka, Zambia, serving local and regional markets.",1,2024-12-14
RMC-100189,Nova Market,Retail & Ecommerce,Namibia,Windhoek,2020,Idea,Pending,3,63.0,Silver,64,14,84.57,0.0,False,False,False,True,Latest,https://novamarket.africa,info@novamarket.africa,+225-73-6881,"Nova Market operates in retail & ecommerce from Windhoek, Namibia, serving local and regional markets.",3,2025-08-02
RMC-100190,Delta Swift,Logistics & Mobility,Egypt,Cairo,2016,Idea,Unverified,2,22.4,Bronze,58,19,165.52,0.0,True,True,True,True,Suggested,https://deltaswift.africa,info@deltaswift.africa,+20-84-7484,"Delta Swift operates in logistics & mobility from Cairo, Egypt, serving local and regional markets.",1,2025-07-10
RMC-100191,Baobab Brew,Food & Beverage,Nigeria,Lagos,2010,Growth,Verified,3,62.7,Silver,78,101,79380.4,807695.47,False,False,True,True,Standard,https://baobabbrew.africa,info@baobabbrew.africa,+211-77-9138,"Baobab Brew operates in food & beverage from Lagos, Nigeria, serving local and regional markets.",5,2025-04-21
RMC-100192,Maji Outlet,Retail & Ecommerce,Egypt,Cairo,2018,Early Revenue,Pending,3,86.4,Platinum,78,7,16772.03,0.0,False,False,False,False,Standard,https://majioutlet.africa,info@majioutlet.africa,+224-28-4115,"Maji Outlet operates in retail & ecommerce from Cairo, Egypt, serving local and regional markets.",1,2025-09-04
RMC-100193,Sahara Mall,Retail & Ecommerce,Senegal,Dakar,2011,Early Revenue,Verified,3,66.7,Gold,86,10,51379.75,2772699.81,True,True,False,True,Suggested,https://saharamall.africa,info@saharamall.africa,+234-87-3240,"Sahara Mall operates in retail & ecommerce from Dakar, Senegal, serving local and regional markets.",2,2024-12-02
RMC-100194,Sahara Industries,Manufacturing,Ghana,Accra,2016,Mature,Unverified,1,79.9,Gold,73,31,255385.11,895404.09,False,False,True,True,Latest,https://saharaindustries.africa,info@saharaindustries.africa,+211-39-8222,"Sahara Industries operates in manufacturing from Accra, Ghana, serving local and regional markets.",3,2025-08-04
RMC-100195,Atlas Brew,Food & Beverage,Algeria,Algiers,2017,Prototype,Unverified,2,51.1,Silver,64,43,709.86,0.0,True,False,True,True,Standard,https://atlasbrew.africa,info@atlasbrew.africa,+214-11-5835,"Atlas Brew operates in food & beverage from Algiers, Algeria, serving local and regional markets.",2,2025-06-03
RMC-100196,Kora Market,Retail & Ecommerce,Zambia,Lusaka,2025,Prototype,Verified,3,71.7,Gold,73,8,670.07,629394.49,True,False,True,True,Standard,https://koramarket.africa,info@koramarket.africa,+214-69-6994,"Kora Market operates in retail & ecommerce from Lusaka, Zambia, serving local and regional markets.",2,2025-07-17
RMC-100197,Savannah Harvest,Agriculture,Botswana,Gaborone,2016,Early Revenue,Unverified,2,73.4,Gold,74,23,31467.97,1039921.09,False,True,False,True,Latest,https://savannahharvest.africa,info@savannahharvest.africa,+216-32-8894,"Savannah Harvest operates in agriculture from Gaborone, Botswana, serving local and regional markets.",0,2025-07-21
RMC-100198,Nova Makers,Manufacturing,Morocco,Casablanca,2009,Growth,Unverified,3,82.1,Platinum,53,29,262276.06,1590942.23,False,True,False,False,Suggested,https://novamakers.africa,info@novamakers.africa,+212-18-4696,"Nova Makers operates in manufacturing from Casablanca, Morocco, serving local and regional markets.",0,2025-09-01
RMC-100199,Savannah Harvest,Agriculture,Cameroon,Douala,2019,Growth,Verified,3,70.3,Gold,81,24,225582.74,0.0,True,False,False,True,Standard,https://savannahharvest.africa,info@savannahharvest.africa,+212-50-1228,"Savannah Harvest operates in agriculture from Douala, Cameroon, serving local and regional markets.",1,2025-05-30
